entity_id,domain,friendly_name,state,device_class,unit_of_measurement
automation.huskers_exterior_alternating_loop_start,automation,Huskers: Exterior Alternating Loop (Start),unavailable,,
script.huskers_exterior_alternating_stop,script,Huskers: Exterior Alternating – Stop,unavailable,,
automation.huskers_exterior_show_auto_start,automation,Huskers: Exterior Show Auto Start,unavailable,,
automation.huskers_exterior_show_auto_stop,automation,Huskers: Exterior Show Auto Stop,unavailable,,
script.huskers_exterior_show_start,script,Huskers: Exterior Show Start,unavailable,,
script.huskers_exterior_show_stop,script,Huskers: Exterior Show Stop,unavailable,,
script.huskers_exterior_touchdown_burst,script,Huskers: Exterior Touchdown Burst (Legacy),unavailable,,
script.huskers_test_score_update,script,Huskers: 🧪 Simulate Score + Burst,unavailable,,
script.huskers_game_time_everywhere_start,script,Huskers: Game Time – Everywhere (Start),unavailable,,
script.huskers_game_time_everywhere_stop,script,Huskers: Game Time – Everywhere (Stop),unavailable,,
automation.huskers_exterior_light_show_start,automation,Huskers Exterior Light Show - Start,unavailable,,
automation.huskers_debug_script_start,automation,[Huskers Debug] Script start,unavailable,,
automation.huskers_debug_script_stop,automation,[Huskers Debug] Script stop,unavailable,,
automation.huskers_debug_scene_activated,automation,[Huskers Debug] Scene activated,unavailable,,
automation.huskers_debug_theater_color_change,automation,[Huskers Debug] Theater color change,unavailable,,
automation.huskers_debug_exterior_brightness_change,automation,[Huskers Debug] Exterior brightness change,unavailable,,
input_boolean.huskers_debug_notifications,input_boolean,Huskers Debug: Persistent Notifications,unavailable,,
script.huskers_td_burst_bpm_theater,script,Huskers: TD Burst Theater (BPM Synced),unavailable,,
script.huskers_td_burst_bpm_exterior,script,Huskers: TD Burst Exterior (BPM Synced),unavailable,,
automation.huskers_showtime_at_t_20,automation,Huskers: Pregame Showtime (T-20 Minutes),unavailable,,
script.huskers_all_events_manual,script,Huskers: Manual Test (All Events),unavailable,,
automation.night_lights_at_midnight,automation,Night Lights at Midnight,unavailable,,
script.huskers_rehearse_tminus20,script,Huskers: Rehearse T-20,unavailable,,
script.huskers_rehearse_td,script,Huskers: Rehearse TD (+1),unavailable,,
script.huskers_cleanup_all,script,Huskers: Cleanup All Shows,unavailable,,
script.huskers_led_td_burst,script,Huskers: LED Strip TD Burst,unavailable,,
script.huskers_all_events_manual2,script,Huskers: Run All (Manual 2),unavailable,,
device_tracker.iot_device_3,device_tracker,iot_device,unavailable,,
device_tracker.b_hyve_xr_70d150_2,device_tracker,B-hyve_XR_70D150,unavailable,,
device_tracker.home_2,device_tracker,Home,unavailable,,
device_tracker.private_7,device_tracker,Private,unavailable,,
device_tracker.google_2,device_tracker,Google,unavailable,,
device_tracker.purifier_garage_2,device_tracker,purifier - garage,unavailable,,
device_tracker.office_2,device_tracker,Office,unavailable,,
device_tracker.garage_keypad_2,device_tracker,garage_keypad,unavailable,,
device_tracker.ipad_2_2,device_tracker,iPad-2,unavailable,,
device_tracker.light_dining_room_2,device_tracker,light - dining room,unavailable,,
device_tracker.google_home_mini_4,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.speaker_bedroom_2,device_tracker,speaker-bedroom,unavailable,,
device_tracker.purifier_bedroom_2,device_tracker,purifier - bedroom,unavailable,,
device_tracker.nintendo_co_ltd_2,device_tracker,"Nintendo Co.,Ltd",unavailable,,
device_tracker.bedroom_vizio_2,device_tracker,bedroom_vizio,unavailable,,
device_tracker.ipad_3,device_tracker,iPad,unavailable,,
device_tracker.multi_use_wifi_2,device_tracker,multi-use-wifi,unavailable,,
device_tracker.google_home_mini_5,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.homeassistant_2,device_tracker,homeassistant,unavailable,,
device_tracker.private_8,device_tracker,Private,unavailable,,
device_tracker.home_hub_2,device_tracker,home hub,unavailable,,
device_tracker.sony,device_tracker,PS5-0AAF54,unavailable,,
device_tracker.office_laptop_2,device_tracker,office_laptop,unavailable,,
device_tracker.firetv_basement_2,device_tracker,firetv-basement,unavailable,,
device_tracker.camera_birdfeeder_2,device_tracker,camera - birdfeeder,unavailable,,
device_tracker.ari_galaxy_s24_2,device_tracker,Ari-Galaxy-S24,unavailable,,
device_tracker.purifier_guest_room_2,device_tracker,purifier - guest room,unavailable,,
device_tracker.dads_iphone_3,device_tracker,Dads-iPhone,unavailable,,
device_tracker.wdmycloud_2,device_tracker,WDMyCloud,unavailable,,
device_tracker.light_front_led_2,device_tracker,light - front led,unavailable,,
device_tracker.chromecast_2,device_tracker,Chromecast,unavailable,,
device_tracker.work_laptop_2,device_tracker,work laptop,unavailable,,
device_tracker.firetv_bedroom_2,device_tracker,firetv-bedroom,unavailable,,
device_tracker.myq_f3c_2,device_tracker,MyQ-F3C,unavailable,,
device_tracker.epsonb9ca4f_2,device_tracker,EPSONB9CA4F,unavailable,,
device_tracker.firetv_livingroom_2,device_tracker,firetv_livingroom,unavailable,,
device_tracker.google_home_mini_6,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.vacuum_roborock_2,device_tracker,vacuum - roborock,unavailable,,
device_tracker.diego_s_s24_2,device_tracker,Diego-s-S24,unavailable,,
device_tracker.private_9,device_tracker,Private,unavailable,,
device_tracker.diegos_ipad_3,device_tracker,Diegos-iPad,unavailable,,
device_tracker.light_sunroom_2,device_tracker,light-sunroom,unavailable,,
device_tracker.android_a1bda00cf175a012_2,device_tracker,android-a1bda00cf175a012,unavailable,,
device_tracker.iot_device_4,device_tracker,iot_device,unavailable,,
device_tracker.sainlogic_302d19_2,device_tracker,Sainlogic-302D19,unavailable,,
device_tracker.ring_187f88c2aa2a_2,device_tracker,Ring-187f88C2AA2A,unavailable,,
sensor.tp_link_router_total_guest_wifi_clients_2,sensor,Total guest wifi clients,unavailable,,
sensor.tp_link_router_total_main_wifi_clients_2,sensor,Total main wifi clients,unavailable,,
sensor.tp_link_router_total_wired_clients_2,sensor,Total wired clients,unavailable,,
sensor.tp_link_router_total_iot_clients_2,sensor,Total IoT clients,unavailable,,
sensor.tp_link_router_total_clients_2,sensor,Total clients,unavailable,,
sensor.tp_link_router_cpu_used_2,sensor,CPU used,unavailable,,%
sensor.tp_link_router_memory_used_2,sensor,Memory used,unavailable,,%
sensor.tp_link_router_connection_type_2,sensor,Connection Type,unavailable,,
switch.guest_wifi_2_4g_2,switch,Guest WIFI 2.4G,unavailable,,
switch.guest_wifi_5g_2,switch,Guest WIFI 5G,unavailable,,
switch.guest_wifi_6g_2,switch,Guest WIFI 6G,unavailable,,
switch.wifi_2_4g_2,switch,WIFI 2.4G,unavailable,,
switch.wifi_5g_2,switch,WIFI 5G,unavailable,,
switch.wifi_6g_2,switch,WIFI 6G,unavailable,,
switch.iot_wifi_2_4g_2,switch,IoT WIFI 2.4G,unavailable,,
switch.iot_wifi_5g_2,switch,IoT WIFI 5G,unavailable,,
switch.iot_wifi_6g_2,switch,IoT WIFI 6G,unavailable,,
switch.router_data_fetching_2,switch,Router data fetching,unavailable,,
button.reboot_2,button,Reboot,unavailable,restart,
device_tracker.iot_device_5,device_tracker,iot_device,unavailable,,
device_tracker.b_hyve_xr_70d150_3,device_tracker,B-hyve_XR_70D150,unavailable,,
device_tracker.home_3,device_tracker,Home,unavailable,,
device_tracker.private_10,device_tracker,Private,unavailable,,
device_tracker.google_3,device_tracker,Google,unavailable,,
device_tracker.purifier_garage_3,device_tracker,purifier - garage,unavailable,,
device_tracker.office_3,device_tracker,Office,unavailable,,
device_tracker.garage_keypad_3,device_tracker,garage_keypad,unavailable,,
device_tracker.ipad_2_3,device_tracker,iPad-2,unavailable,,
device_tracker.light_dining_room_3,device_tracker,light - dining room,unavailable,,
device_tracker.google_home_mini_7,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.speaker_bedroom_3,device_tracker,speaker-bedroom,unavailable,,
device_tracker.purifier_bedroom_3,device_tracker,purifier - bedroom,unavailable,,
device_tracker.nintendo_co_ltd_3,device_tracker,"Nintendo Co.,Ltd",unavailable,,
device_tracker.bedroom_vizio_3,device_tracker,bedroom_vizio,unavailable,,
device_tracker.ipad_4,device_tracker,iPad,unavailable,,
device_tracker.multi_use_wifi_3,device_tracker,multi-use-wifi,unavailable,,
device_tracker.google_home_mini_8,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.homeassistant_3,device_tracker,homeassistant,unavailable,,
device_tracker.private_11,device_tracker,Private,unavailable,,
device_tracker.home_hub_3,device_tracker,home hub,unavailable,,
device_tracker.sony_2,device_tracker,PS5-0AAF54,unavailable,,
device_tracker.office_laptop_3,device_tracker,office_laptop,unavailable,,
device_tracker.firetv_basement_3,device_tracker,firetv-basement,unavailable,,
device_tracker.camera_birdfeeder_3,device_tracker,camera - birdfeeder,unavailable,,
device_tracker.ari_galaxy_s24_3,device_tracker,Ari-Galaxy-S24,unavailable,,
device_tracker.purifier_guest_room_3,device_tracker,purifier - guest room,unavailable,,
device_tracker.dads_iphone_4,device_tracker,Dads-iPhone,unavailable,,
device_tracker.wdmycloud_3,device_tracker,WDMyCloud,unavailable,,
device_tracker.light_front_led_3,device_tracker,light - front led,unavailable,,
device_tracker.chromecast_3,device_tracker,Chromecast,unavailable,,
device_tracker.work_laptop_3,device_tracker,work laptop,unavailable,,
device_tracker.firetv_bedroom_3,device_tracker,firetv-bedroom,unavailable,,
device_tracker.myq_f3c_3,device_tracker,MyQ-F3C,unavailable,,
device_tracker.epsonb9ca4f_3,device_tracker,EPSONB9CA4F,unavailable,,
device_tracker.firetv_livingroom_3,device_tracker,firetv_livingroom,unavailable,,
device_tracker.google_home_mini_9,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.vacuum_roborock_3,device_tracker,vacuum - roborock,unavailable,,
device_tracker.diego_s_s24_3,device_tracker,Diego-s-S24,unavailable,,
device_tracker.private_12,device_tracker,Private,unavailable,,
device_tracker.diegos_ipad_4,device_tracker,Diegos-iPad,unavailable,,
device_tracker.light_sunroom_3,device_tracker,light-sunroom,unavailable,,
device_tracker.android_a1bda00cf175a012_3,device_tracker,android-a1bda00cf175a012,unavailable,,
device_tracker.iot_device_6,device_tracker,iot_device,unavailable,,
device_tracker.sainlogic_302d19_3,device_tracker,Sainlogic-302D19,unavailable,,
device_tracker.ring_187f88c2aa2a_3,device_tracker,Ring-187f88C2AA2A,unavailable,,
sensor.tp_link_router_total_guest_wifi_clients_3,sensor,Total guest wifi clients,unavailable,,
sensor.tp_link_router_total_main_wifi_clients_3,sensor,Total main wifi clients,unavailable,,
sensor.tp_link_router_total_wired_clients_3,sensor,Total wired clients,unavailable,,
sensor.tp_link_router_total_iot_clients_3,sensor,Total IoT clients,unavailable,,
sensor.tp_link_router_total_clients_3,sensor,Total clients,unavailable,,
sensor.tp_link_router_cpu_used_3,sensor,CPU used,unavailable,,%
sensor.tp_link_router_memory_used_3,sensor,Memory used,unavailable,,%
sensor.tp_link_router_connection_type_3,sensor,Connection Type,unavailable,,
switch.guest_wifi_2_4g_3,switch,Guest WIFI 2.4G,unavailable,,
switch.guest_wifi_5g_3,switch,Guest WIFI 5G,unavailable,,
switch.guest_wifi_6g_3,switch,Guest WIFI 6G,unavailable,,
switch.wifi_2_4g_3,switch,WIFI 2.4G,unavailable,,
switch.wifi_5g_3,switch,WIFI 5G,unavailable,,
switch.wifi_6g_3,switch,WIFI 6G,unavailable,,
switch.iot_wifi_2_4g_3,switch,IoT WIFI 2.4G,unavailable,,
switch.iot_wifi_5g_3,switch,IoT WIFI 5G,unavailable,,
switch.iot_wifi_6g_3,switch,IoT WIFI 6G,unavailable,,
switch.router_data_fetching_3,switch,Router data fetching,unavailable,,
button.reboot_3,button,Reboot,unavailable,restart,
device_tracker.espressif_2,device_tracker,Espressif,unavailable,,
device_tracker.viziocastdisplay_2,device_tracker,viziocastdisplay,unavailable,,
device_tracker.viziocastdisplay_3,device_tracker,viziocastdisplay,unavailable,,
device_tracker.espressif_3,device_tracker,Espressif,unavailable,,
device_tracker.taras_iphone_14_2,device_tracker,Taras-iPhone-14,unavailable,,
device_tracker.phone_3,device_tracker,Android,unavailable,,
device_tracker.diego_compy_2,device_tracker,Diego_Compy,unavailable,,
device_tracker.phone_4,device_tracker,phone,unavailable,,
device_tracker.diego_compy_3,device_tracker,Diego_Compy,unavailable,,
device_tracker.taras_iphone_14_3,device_tracker,Taras-iPhone-14,unavailable,,
device_tracker.phone_5,device_tracker,Android,unavailable,,
sensor.exterior_lights_status,sensor,Exterior lights Status,Unknown,,
button.exterior_lights_request_platform_api_state,button,Exterior lights Request Platform API State,unknown,,
switch.exterior_lights_power_switch,switch,Exterior lights Power Switch,unknown,,
sensor.scenic_dreamview1_status,sensor,Scenic DreamView1 Status,Unknown,,
button.scenic_dreamview1_request_platform_api_state,button,Scenic DreamView1 Request Platform API State,unknown,,
switch.scenic_dreamview1_power_switch,switch,Scenic DreamView1 Power Switch,unknown,,
sensor.scenic_dreamview_status,sensor,Scenic DreamView Status,Unknown,,
button.scenic_dreamview_request_platform_api_state,button,Scenic DreamView Request Platform API State,unknown,,
switch.scenic_dreamview_power_switch,switch,Scenic DreamView Power Switch,unknown,,
sensor.h5100_92ee_status,sensor,Shelf 2 Status,Available,,
button.h5100_92ee_request_platform_api_state,button,Shelf 2 Request Platform API State,unknown,,
sensor.shelf_2_temperature,sensor,Shelf 2 Temperature,unknown,temperature,°F
sensor.shelf_2_humidity,sensor,Shelf 2 Humidity,unknown,humidity,%
sensor.h5100_0ccb_status,sensor,Shelf 3 Status,Available,,
button.h5100_0ccb_request_platform_api_state,button,Shelf 3 Request Platform API State,unknown,,
sensor.shelf_3_temperature,sensor,Shelf 3 Temperature,unknown,temperature,°F
sensor.shelf_3_humidity,sensor,Shelf 3 Humidity,unknown,humidity,%
sensor.scenic_dreamview2_status,sensor,Scenic DreamView2 Status,Unknown,,
button.scenic_dreamview2_request_platform_api_state,button,Scenic DreamView2 Request Platform API State,unknown,,
switch.scenic_dreamview2_power_switch,switch,Scenic DreamView2 Power Switch,unknown,,
sensor.tv_lights_status,sensor,TV Lights Status,Unknown,,
button.tv_lights_request_platform_api_state,button,TV Lights Request Platform API State,unknown,,
switch.tv_lights_power_switch,switch,TV Lights Power Switch,unknown,,
sensor.huskers_kickoff_central,sensor,Huskers Kickoff (Central),unavailable,,
automation.huskers_set_led_gametime_on_kickoff,automation,Huskers: LED Gametime Mode at Kickoff,unavailable,,
automation.huskers_postgame_monthly_led_effect_20m,automation,Huskers: Postgame LED Effect Restore,unavailable,,
scene.huskers_scarlet_theater_2,scene,Huskers Scarlet (Theater),unavailable,,
scene.huskers_cream_theater_2,scene,Huskers Cream (Theater),unavailable,,
scene.huskers_alternating_exterior_2,scene,Huskers Alternating (Exterior),unavailable,,
scene.huskers_alternating_inverted_exterior_2,scene,Huskers Alternating Inverted (Exterior),unavailable,,
number.sensor_office_temperature_calibration,number,Sensor-office Temperature calibration,0,,°C
number.sensor_office_humidity_calibration,number,Sensor-office Humidity calibration,0,,%
update.sensor_office,update,Sensor-office,off,firmware,
automation.sunrise,automation,Sunrise,unavailable,,
script.huskers_configuration_constants,script,Huskers: Configuration Constants,unavailable,,
script.huskers_check_color_support,script,Huskers: Check Color Support,unavailable,,
script.huskers_set_light_safe,script,Huskers: Set Light (Color Safe),unavailable,,
script.huskers_create_snapshot,script,Huskers: Create Show Snapshot,unavailable,,
script.huskers_restore_snapshot,script,Huskers: Restore Show Snapshot,unavailable,,
script.huskers_td_burst_bpm,script,Huskers: TD Burst BPM (Unified),unavailable,,
script.huskers_td_burst_bmp_theater,script,Huskers: TD Burst BPM (Theater),unavailable,,
script.huskers_td_burst_bmp_exterior,script,Huskers: TD Burst BPM (Exterior),unavailable,,
sensor.huskers_next_game_info,sensor,Huskers Next Game Info,unavailable,,
sensor.huskers_kickoff_time_ct,sensor,Huskers Kickoff Time CT,unavailable,,
sensor.huskers_game_clock_ct,sensor,Huskers Game Clock CT,unavailable,,
light.lights_exterior,light,1,off,,
switch.burners_all,switch,3,on,,
script.ext_all_off,script,Exterior – All Off,unavailable,,
script.ext_all_on_10pct_warm,script,Exterior – All On (10% Warm),unavailable,,
script.ext_autumn_fade_once,script,Exterior – Autumn Fade (Once),unavailable,,
script.ext_autumn_fade_loop,script,Exterior – Autumn Fade (Loop),unavailable,,
script.ext_perm_autumn_static,script,Permanent Strip – Autumn Static (10%),unavailable,,
script.ext_restore_neutral,script,Exterior – Restore Neutral (75% 4000K),unavailable,,
script.util_notify_debug,script,Utility – Debug Notification,unavailable,,
input_boolean.autumn_fade,input_boolean,Exterior Autumn Fade,unavailable,,
automation.new_automation,automation,lights off morning,unavailable,,
script.huskers_override_on,script,Huskers – Override ON,unavailable,,
script.huskers_override_off,script,Huskers – Override OFF,unavailable,,
script.huskers_pregame_loop,script,Huskers – Pregame Loop,unavailable,,
script.huskers_game_loop,script,Huskers – Game Loop,unavailable,,
script.huskers_touchdown_flash,script,Huskers – Touchdown Flash,unavailable,,
script.huskers_postgame_cleanup,script,Huskers – Postgame Cleanup,unavailable,,
script.huskers_static_red,script,Huskers – Static Red (50%),unavailable,,
script.huskers_notify_score,script,Huskers – Notify Score,unavailable,,
automation.huskers_pregame_t_20,automation,Huskers – Pregame (T-20),unavailable,,
automation.huskers_kickoff_start_game_loop,automation,Huskers – Kickoff (start game loop),unavailable,,
automation.huskers_touchdown_flash_on_score_update,automation,Huskers – Touchdown Flash on Score Update,unavailable,,
automation.huskers_postgame_cleanup_20,automation,Huskers – Postgame Cleanup (+20),unavailable,,
light.light_parents,light,Light-parents,off,,
light.light_guest_room,light,Light-Guest Room,off,,
light.christmas_tree_lights,light,Christmas Tree Lights,off,,
light.light_attic,light,Light-attic,on,,
sensor.h6008_9934_status,sensor,Status,unavailable,,
button.h6008_9934_request_platform_api_state,button,Request Platform API State,unavailable,,
light.bar_light_2,light,,unavailable,,
switch.bar_light_power_switch,switch,Power Switch,unavailable,,
automation.huskers_phase_observer_log,automation,Huskers: Phase Observer (Log),unavailable,,
automation.huskers_pregame_window_t_20_t0,automation,Huskers: Pregame Window (T-20 → T0),unavailable,,
automation.huskers_in_game,automation,Huskers: In-Game,unavailable,,
automation.huskers_halftime,automation,Huskers: Halftime,unavailable,,
automation.huskers_touchdown_burst,automation,Huskers: Touchdown Burst,unavailable,,
automation.huskers_postgame,automation,Huskers: Postgame,unavailable,,
automation.huskers_halftime_calm_theater,automation,Huskers: Halftime → Calm Theater,unavailable,,
script.huskers_snapshot_all,script,Huskers: Snapshot lights,unavailable,,
automation.huskers_stop_shows_20m_after_final,automation,Huskers: Stop Shows 20m After Final,unavailable,,
script.huskers_theater_show_running,script,huskers_theater_show_running,unavailable,,
script.huskers_exterior_show_running,script,huskers_exterior_show_running,unavailable,,
script.huskers_snapshot_before,script,Huskers: Snapshot Current Lighting,unavailable,,
script.huskers_restore_after,script,Huskers: Restore Pre-Game Lighting,unavailable,,
script.huskers_theater_show_loop,script,Huskers: Theater Alternating Loop,unavailable,,
script.huskers_exterior_alternating_loop,script,Huskers: Exterior Alternating Loop,unavailable,,
script.huskers_theater_snapshot_set,script,"Huskers: Theater Snapshot & Set (Left=Scarlet, Right=Cream)",unavailable,,
script.huskers_theater_resume,script,Huskers: Theater Resume from Snapshot,unavailable,,
automation.huskers_toggle_debug_logging,automation,Huskers: Toggle Debug Logging,unavailable,,
script.huskers_theater_alt_start,script,Huskers: Theater Alternating (10s cycles),unavailable,,
script.huskers_theater_alt_stop,script,Huskers: Theater Alternating Stop,unavailable,,
scene.huskers_alternating_theater,scene,Huskers Alternating (Theater),unavailable,,
scene.huskers_alternating_inverted_theater,scene,Huskers Alternating Inverted (Theater),unavailable,,
script.huskers_theater_alt_loop,script,Huskers: Theater Alternating Loop,unavailable,,
script.huskers_debug_test,script,Debug: Minimal Theater Test,unavailable,,
script.huskers_combined_show_start,script,Huskers: Combined Show Start,unavailable,,
script.huskers_combined_show_loop,script,Huskers: Combined Alternating Loop,unavailable,,
script.huskers_combined_show_stop,script,Huskers: Combined Show Stop,unavailable,,
script.huskers_td_burst_combined,script,Huskers: TD Burst Combined (BPM Synced),unavailable,,
automation.huskers_game_day_show_auto_start,automation,Huskers: Game Day Show Auto Start,unavailable,,
automation.huskers_game_day_show_auto_stop,automation,Huskers: Game Day Show Auto Stop,unavailable,,
automation.huskers_touchdown_celebration,automation,Huskers: Touchdown Celebration,unavailable,,
sensor.humidor_temp_range_today,sensor,Humidor Temp Range Today,unavailable,,
sensor.humidor_status,sensor,Humidor System Status,unavailable,,
sensor.humidor_cooling_efficiency,sensor,Humidor Cooling Efficiency,unavailable,,%
script.huskers_theater_game_show_start,script,Huskers: Theater Game Show (Start),unavailable,,
script.huskers_theater_game_show_loop,script,Huskers: Theater Game Show (Loop),unavailable,,
script.huskers_theater_game_show_stop,script,Huskers: Theater Game Show (Stop),unavailable,,
script.huskers_theater_game_show_start_legacy,script,"Huskers: Theater Show (Start, Legacy)",unavailable,,
script.huskers_theater_game_show_loop_legacy,script,"Huskers: Theater Show (Loop, Legacy)",unavailable,,
script.huskers_theater_show_stop_legacy,script,"Huskers: Theater Show (Stop, Legacy)",unavailable,,
light.light_theater_right,light,Light-Theater-Right,off,,
select.light_theater_right_power_on_behavior,select,Light-Theater-Right Power-on behavior,unknown,,
update.light_theater_right,update,Light-Theater-Right,off,firmware,
light.light_theater_left,light,Light-Theater-Left,off,,
select.light_theater_left_power_on_behavior,select,Light-Theater-Left Power-on behavior,unknown,,
update.light_theater_left,update,Light-Theater-Left,off,firmware,
light.basement,light,4,off,,
light.light_garage_left,light,0x1c784ba10cbf0000,off,,
select.light_garage_left_power_on_behavior,select,0x1c784ba10cbf0000 Power-on behavior,unknown,,
update.light_garage_left,update,0x1c784ba10cbf0000,on,firmware,
light.light_garage_right,light,0xc890a81ee1de0000,off,,
select.light_garage_right_power_on_behavior,select,0xc890a81ee1de0000 Power-on behavior,unknown,,
update.light_garage_right,update,0xc890a81ee1de0000,on,firmware,
scene.huskers_all_scarlet_base,scene,Huskers All Scarlet (Base),unavailable,,
script.huskers_scarlet_cream_wave_15s,script,"Huskers: Scarlet → Cream Wave (15s, one pass)",unavailable,,
script.huskers_chase_6s_start,script,Huskers: Start Cream Pulse Chase (6s loop),unavailable,,
script.huskers_chase_6s_loop,script,Huskers: Cream Pulse Chase LOOP (6s cycle),unavailable,,
script.huskers_chase_stop,script,Huskers: Stop Cream Pulse Chase (restore),unavailable,,
scene.huskers_seven_all_scarlet_base,scene,Huskers – All Scarlet (8),unavailable,,
script.huskers_chase_step_once,script,Huskers: Chase Step Once,unavailable,,
script.kiosk_reload_automations,script,Kiosk: Reload Automations,unavailable,,
script.kiosk_reload_scripts,script,Kiosk: Reload Scripts,unavailable,,
script.kiosk_reload_scenes,script,Kiosk: Reload Scenes,unavailable,,
script.kiosk_all_plugs_off,script,Kiosk: All Plugs OFF (Safety),unavailable,,
sensor.huskers_opponent,sensor,Huskers Opponent,unavailable,,
sensor.huskers_kickoff_america_chicago,sensor,Huskers Kickoff (America/Chicago),unavailable,,
sensor.huskers_venue,sensor,Huskers Venue,unavailable,,
sensor.huskers_tv_radio,sensor,Huskers TV/Radio,unavailable,,
sensor.huskers_odds_line,sensor,Huskers Odds/Line,unavailable,,
sensor.huskers_score_home,sensor,Huskers Score (Home),unavailable,,
sensor.huskers_score_away,sensor,Huskers Score (Away),unavailable,,
sensor.huskers_game_clock_2,sensor,Huskers Game Clock,unavailable,,
sensor.huskers_possession,sensor,Huskers Possession,unavailable,,
sensor.huskers_down_distance,sensor,Huskers Down & Distance,unavailable,,
sensor.huskers_last_scoring_play,sensor,Huskers Last Scoring Play,unavailable,,
sensor.huskers_final_scoreline,sensor,Huskers Final Scoreline,unavailable,,
binary_sensor.huskers_is_pregame,binary_sensor,Huskers Is Pregame,unavailable,,
binary_sensor.huskers_is_live,binary_sensor,Huskers Is Live,unavailable,,
binary_sensor.huskers_is_postgame,binary_sensor,Huskers Is Postgame,unavailable,,
sensor.huskers_kickoff_ts,sensor,Huskers Kickoff TS,unavailable,timestamp,
sensor.huskers_record_overall,sensor,huskers_record_overall,unavailable,,
sensor.huskers_record_conference,sensor,huskers_record_conference,unavailable,,
sensor.huskers_conference_standing,sensor,Huskers Conference Standing,unavailable,,
sensor.huskers_ap_rank,sensor,Huskers AP Rank,unavailable,,
sensor.huskers_odds_line_2,sensor,Huskers Odds/Line,unavailable,,
sensor.huskers_schedule_markdown,sensor,huskers_schedule_md,unavailable,,
sensor.b1g_standings_md,sensor,b1g_standings_md,unavailable,,
sensor.huskers_records_raw,sensor,huskers_records_raw,unavailable,,
sensor.b1g_standings_raw,sensor,b1g_standings_raw,unavailable,,
sensor.huskers_schedule_raw,sensor,huskers_schedule_raw,unavailable,,
sensor.huskers_current_rankings,sensor,huskers_current_rankings,unavailable,,
sensor.huskers_ratings_summary,sensor,huskers_ratings_summary,unavailable,,
sensor.huskers_offense_stats,sensor,huskers_offense_stats,unavailable,,
sensor.huskers_defense_stats,sensor,huskers_defense_stats,unavailable,,
sensor.huskers_live_game_status,sensor,huskers_live_game_status,unavailable,,
sensor.huskers_key_players,sensor,huskers_key_players,unavailable,,
sensor.huskers_recruiting_class,sensor,huskers_recruiting_class,unavailable,,
sensor.b1g_standings_detailed,sensor,b1g_standings_detailed,unavailable,,
sensor.huskers_schedule_enhanced,sensor,huskers_schedule_enhanced,unavailable,,
automation.huskers_pregame_atmosphere_30_min_before,automation,Huskers: Pregame Atmosphere (30 min before),unavailable,,
automation.huskers_pregame_hype_10_min_before,automation,Huskers: Pregame Hype (10 min before),unavailable,,
automation.huskers_kickoff_showtime,automation,Huskers: Kickoff Showtime,unavailable,,
automation.huskers_enhanced_touchdown_celebration,automation,Huskers: Enhanced Touchdown Celebration,unavailable,,
automation.huskers_big_defensive_play_detection,automation,Huskers: Big Defensive Play Detection,unavailable,,
automation.huskers_ranking_improvement_celebration,automation,Huskers: Ranking Improvement Celebration,unavailable,,
automation.huskers_first_time_ranked_celebration,automation,Huskers: First Time Ranked Celebration,unavailable,,
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,
automation.huskers_big_win_celebration_14_point_margin,automation,Huskers: Big Win Celebration (14+ point margin),unavailable,,
automation.huskers_enhanced_postgame_cleanup,automation,Huskers: Enhanced Postgame Cleanup,unavailable,,
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,
automation.huskers_game_day_data_refresh,automation,Huskers: Game Day Data Refresh,unavailable,,
automation.huskers_season_milestone_tracker,automation,Huskers: Season Milestone Tracker,unavailable,,
automation.huskers_system_health_check,automation,Huskers: System Health Check,unavailable,,
sensor.cfb_scoreboard_raw,sensor,cfb_scoreboard_raw,unavailable,,
sensor.huskers_season_stats_raw,sensor,huskers_season_stats_raw,unavailable,,
sensor.huskers_advanced_stats_raw,sensor,huskers_advanced_stats_raw,unavailable,,
sensor.huskers_roster_raw,sensor,huskers_roster_raw,unavailable,,
sensor.huskers_recruiting_raw,sensor,huskers_recruiting_raw,unavailable,,
sensor.cfb_rankings_raw,sensor,cfb_rankings_raw,unavailable,,
sensor.huskers_betting_lines_raw,sensor,huskers_betting_lines_raw,unavailable,,
sensor.cfb_talent_raw,sensor,cfb_talent_raw,unavailable,,
sensor.cfb_sp_ratings_raw,sensor,cfb_sp_ratings_raw,unavailable,,
sensor.cfb_elo_ratings_raw,sensor,cfb_elo_ratings_raw,unavailable,,
sensor.cfb_fpi_ratings_raw,sensor,cfb_fpi_ratings_raw,unavailable,,
sensor.huskers_media_raw,sensor,huskers_media_raw,unavailable,,
sensor.huskers_player_stats_raw,sensor,huskers_player_stats_raw,unavailable,,
input_boolean.huskers_effects_enabled,input_boolean,Huskers Effects Enabled,unavailable,,
input_boolean.huskers_reverse_direction,input_boolean,Reverse Light Direction,unavailable,,
